0.0513	0.8477	0.1075	0.9039
0.7236	0.5882	0.7670	0.6316
0.1970	0.7369	0.2529	0.7928
0.8210	0.8777	0.8885	0.9452
0.0327	0.4315	0.0783	0.4772
0.9079	0.5491	0.9745	0.6157
0.5281	0.6574	0.5877	0.7170
0.1406	0.4686	0.1901	0.5180
0.3097	0.4053	0.3583	0.4539
0.5467	0.0000	0.5740	0.0273
0.5293	0.6188	0.5755	0.6650
0.3721	0.7549	0.4209	0.8037
0.0121	0.0000	0.0452	0.0331
0.6455	0.9635	0.6821	1.0000
0.1637	0.0469	0.2130	0.0962
0.6806	0.7467	0.7256	0.7917
0.1364	0.7630	0.1727	0.7994
0.9459	0.4967	0.9845	0.5354
0.5095	0.7806	0.5482	0.8193
0.7335	0.3306	0.7749	0.3720
0.5774	0.0000	0.6232	0.0458
0.4629	0.7200	0.5160	0.7731
0.5817	0.6517	0.6198	0.6898
0.6018	0.9018	0.6642	0.9643
0.1299	0.7983	0.1700	0.8384
0.2283	0.1800	0.2915	0.2431
0.7870	0.0853	0.8295	0.1278
0.1513	0.0000	0.1787	0.0274
0.8533	0.9586	0.8932	0.9985
0.5041	0.1279	0.5593	0.1831
0.5743	0.9117	0.6173	0.9547
0.0000	0.4242	0.0280	0.4522
0.8208	0.6277	0.8798	0.6866
0.7569	0.6033	0.7986	0.6450
0.3968	0.0482	0.4582	0.1096
0.4173	0.7947	0.4562	0.8335
0.6357	0.5800	0.6951	0.6395
0.3018	0.4561	0.3704	0.5247
0.4190	0.0744	0.4802	0.1356
0.8247	0.3812	0.8674	0.4240
0.3405	0.8567	0.4003	0.9165
0.0327	0.7098	0.0989	0.7760
0.5044	0.0309	0.5524	0.0789
0.4817	0.3103	0.5238	0.3524
0.7574	0.6628	0.8062	0.7116
0.0729	0.5963	0.1249	0.6483
0.5065	0.0168	0.5618	0.0721
0.8642	0.2384	0.9026	0.2768
0.0102	0.0000	0.0419	0.0317
0.7617	0.6438	0.8114	0.6935
0.8805	0.8816	0.9264	0.9275
0.4535	0.5758	0.4945	0.6167
0.4842	0.8023	0.5318	0.8500
0.6518	0.8969	0.7216	0.9668
0.4816	0.0000	0.5169	0.0352
0.1690	0.8266	0.2057	0.8632
0.8393	0.4705	0.8754	0.5066
0.6666	0.0914	0.7189	0.1437
0.2685	0.4570	0.3140	0.5024
0.8856	0.3744	0.9437	0.4325
0.8427	0.5651	0.8885	0.6109
0.7203	0.1857	0.7634	0.2288
0.6561	0.1780	0.6923	0.2142
0.6262	0.9295	0.6947	0.9980
0.0000	0.4937	0.0457	0.5394
0.9722	0.2099	1.0000	0.2377
0.1608	0.8266	0.2286	0.8944
0.9045	0.7624	0.9464	0.8043
0.3542	0.0000	0.3815	0.0273
0.9133	0.2070	0.9586	0.2523
0.7004	0.9109	0.7620	0.9725
0.9020	0.0000	0.9279	0.0259
0.1345	0.7008	0.1803	0.7466
0.8846	0.0432	0.9348	0.0934
0.2564	0.3937	0.3157	0.4530
0.3529	0.3645	0.4109	0.4225
0.5205	0.2202	0.5619	0.2616
0.8406	0.5869	0.8998	0.6461
0.0426	0.6129	0.0796	0.6499
0.6675	0.3768	0.7289	0.4383
0.8371	0.8795	0.8919	0.9343
0.4408	0.1290	0.4775	0.1658
0.1452	0.7425	0.2098	0.8071
0.4606	0.7370	0.5156	0.7919
0.7589	0.6575	0.7975	0.6961
0.4967	0.1923	0.5585	0.2542
0.4011	0.3960	0.4465	0.4414
0.6850	0.8264	0.7343	0.8757
0.8331	0.6012	0.8770	0.6451
0.6202	0.0139	0.6690	0.0627
0.8760	0.6582	0.9394	0.7216
0.0050	0.6522	0.0469	0.6940
0.7378	0.4609	0.7951	0.5182
0.2912	0.5314	0.3305	0.5707
0.3473	0.5344	0.3949	0.5820
0.7978	0.1677	0.8507	0.2206
0.2663	0.7511	0.3057	0.7905
0.8455	0.7832	0.9010	0.8386
0.6640	0.0918	0.7085	0.1363
0.1715	0.1686	0.2117	0.2088
0.4158	0.0000	0.4622	0.0463
0.1683	0.5258	0.2173	0.5748
0.0448	0.9215	0.1010	0.9777
0.3079	0.1837	0.3646	0.2404
0.5278	0.6816	0.5776	0.7314
0.7716	0.7286	0.8130	0.7700
0.1152	0.1073	0.1583	0.1504
0.0678	0.2495	0.1377	0.3194
0.1896	0.5744	0.2382	0.6231
